RC2-after,,
wcAi,DF,1st Diff
489225.76,-5087.09,-0.21
489271.61,-5087.4,-0.31
489317.54,-5087.65,-0.25
489363.52,-5087.98,-0.33
489409.45,-5088.35,-0.37
489455.43,-5088.66,-0.31
489501.28,-5088.96,-0.3
489547.16,-5089.32,-0.36
489593.04,-5089.62,-0.3
489630.64,-5089.88,-0.26
489676.46,-5090.23,-0.35
489722.4,-5090.48,-0.25
489768.32,-5090.82,-0.34
489814.33,-5091.1,-0.28
489860.37,-5091.38,-0.28
489906.22,-5091.75,-0.37
489952.1,-5091.97,-0.22
489998.11,-5092.39,-0.42
490044.04,-5092.69,-0.3
490090.07,-5093.01,-0.32
490136.07,-5093.37,-0.36
490182.06,-5093.6,-0.23
490227.95,-5093.78,-0.18
490249.02,-5093.89,-0.11
490251.62,-5093.9,-0.01
490260.44,-5093.98,-0.08
490306.36,-5094.12,-0.14
490352.31,-5094.28,-0.16
490398.19,-5094.44,-0.16
490444.25,-5094.54,-0.1
490490.19,-5094.74,-0.2
490536.22,-5094.88,-0.14
490582.24,-5095,-0.12
490628.18,-5095.18,-0.18
490674.13,-5095.35,-0.17
490720.02,-5095.54,-0.19
490765.97,-5095.59,-0.05
490811.96,-5095.72,-0.13
490857.85,-5096.01,-0.29
490903.82,-5096.12,-0.11
490949.8,-5096.3,-0.18
490995.71,-5096.54,-0.24
491059.29,-5096.64,-0.1
491069.67,-5096.68,-0.04
491096.79,-5096.79,-0.11
491145.34,-5096.95,-0.16
491184.35,-5097.1,-0.15
491234.49,-5097.23,-0.13
491297.56,-5097.46,-0.23
491322.04,-5099.57,-2.11
491361.34,-5097.67,1.9
491424.61,-5097.76,-0.09
491484.03,-5097.82,-0.06
491547.59,-5097.9,-0.08
491610.94,-5098.03,-0.13
491674.5,-5098.38,-0.35
491737.42,-5098.43,-0.05
491800.83,-5098.57,-0.14
491864.19,-5098.73,-0.16
491926.98,-5098.85,-0.12
491976.49,-5099,-0.15
492030.03,-5099.18,-0.18
492093.58,-5099.38,-0.2
492155.33,-5099.69,-0.31
492218.66,-5099.88,-0.19
492282,-5100.08,-0.2
492345.42,-5100.37,-0.29
492408.2,-5100.58,-0.21
492471.53,-5100.8,-0.22
492535.17,-5100.92,-0.12
492597.73,-5101.1,-0.18
492659.15,-5100.9,0.2
492722.64,-5101.18,-0.28
492786.24,-5101.44,-0.26
492849.45,-5101.61,-0.17
492912.89,-5101.9,-0.29
492976.54,-5102.1,-0.2
493038.37,-5102.33,-0.23
493101.83,-5102.53,-0.2
493164.97,-5102.81,-0.28
493228.51,-5102.92,-0.11
493291.9,-5103.28,-0.36
493355.2,-5103.43,-0.15
493414.65,-5103.59,-0.16
493449.7,-5103.05,0.54
493460.52,-5103.59,-0.54
493523.47,-5103.61,-0.02
493568.98,-5103.87,-0.26
493632.32,-5103.98,-0.11
493678.26,-5104.1,-0.12
493741.73,-5104.24,-0.14
493787.57,-5104.47,-0.23
493832.17,-5104.66,-0.19
493895.39,-5104.64,0.02
493941.22,-5104.98,-0.34
493952.38,-5105.03,-0.05
493990.05,-5105.12,-0.09
494024,-5105.32,-0.2
494025.75,-5105.33,-0.01
494037.15,-5105.33,5.82E-11
494053.31,-5105.32,0.01
494075.34,-5105.32,5.82E-11
494138.6,-5105.6,-0.28
494201.94,-5105.71,-0.11
494265.42,-5105.73,-0.02
494311.2,-5106,-0.27
494358.4,-5106.05,-0.05
494410.59,-5106.24,-0.19
494463.61,-5106.3,-0.06
494485.25,-5106.4,-0.1
494498.64,-5106.46,-0.06
494544.54,-5106.64,-0.18
494590.29,-5106.8,-0.16
494629.02,-5106.87,-0.07
494670.24,-5106.83,0.04
494716.03,-5107.05,-0.22
494761.86,-5107.27,-0.22
494807.77,-5107.42,-0.15
494853.02,-5107.52,-0.1
494898.96,-5107.68,-0.16
494944.8,-5107.82,-0.14
494990.7,-5108.06,-0.24
495031.72,-5109.05,-0.99
495032.46,-5108.92,0.13
495036.69,-5108.19,0.73
495082.63,-5108.39,-0.2
495121.16,-5108.45,-0.06
495160.65,-5108.55,-0.1
495191.7,-5108.7,-0.15
495193.41,-5108.71,-0.01
495193.63,-5108.71,0
495194.19,-5108.71,0
495194.66,-5108.71,0
495195.34,-5108.72,-0.01
495195.73,-5108.72,-5.82E-11
495206.45,-5108.77,-0.05
495258.01,-5109.18,-0.41
495303.56,-5109.4,-0.22
495366.83,-5109.87,-0.47
495422.01,-5109.99,-0.12
495477.14,-5110.16,-0.17
495500.53,-5110.29,-0.13
495523.08,-5110.41,-0.12
495573.33,-5110.55,-0.14
495624.87,-5110.67,-0.12
495673.84,-5110.7,-0.03
495725.75,-5110.81,-0.11
495776.9,-5110.88,-0.07
495822.77,-5111.07,-0.19
495876.28,-5111.23,-0.16
495906.17,-5111.48,-0.25
495922.06,-5111.62,-0.14
495985.29,-5111.75,-0.13
496048.61,-5111.94,-0.19
496075.83,-5112.02,-0.08
496121.69,-5112.31,-0.29
496162.46,-5112.41,-0.1
496225.91,-5112.58,-0.17
496262.06,-5112.55,0.03
496325.48,-5112.54,0.01
496388.92,-5112.83,-0.29
496434.83,-5113.12,-0.29
496498.3,-5113.31,-0.19
496561.65,-5113.69,-0.38
496625.01,-5113.89,-0.2
496656.19,-5114.02,-0.13
496702.17,-5114.28,-0.26
496747.95,-5114.48,-0.2
496793.87,-5114.74,-0.26
496839.85,-5114.92,-0.18
496885.64,-5115.32,-0.4
496931.59,-5115.52,-0.2
496977.51,-5115.76,-0.24
497023.42,-5116.05,-0.29
497069.41,-5116.32,-0.27
497115.33,-5116.59,-0.27
497161.29,-5116.84,-0.25
497207.25,-5117.08,-0.24
497239.07,-5116.96,0.12
497301.94,-5117.24,-0.28
497365.19,-5117.75,-0.51
497428.27,-5118.24,-0.49
497490.79,-5118.79,-0.55
497553.82,-5119.38,-0.59
497599.01,-5119.68,-0.3
497644.89,-5120.09,-0.41
497754.79,-5120.97,-0.36
497800.55,-5121.5,-0.53
497806.9,-5121.55,-0.05
497808.09,-5121.56,-0.01
497835.07,-5121.72,-0.16
497852.73,-5121.83,-0.11
497916.09,-5122.32,-0.49
497979.36,-5122.81,-0.49
498041.99,-5123.25,-0.44
498105.4,-5123.63,-0.38
498168.75,-5124.19,-0.56
498227.42,-5124.66,-0.47
498282.95,-5125.05,-0.39
498313.85,-5125.26,-0.21
498359.69,-5125.72,-0.46
498405.51,-5126.07,-0.35
498451.28,-5126.28,-0.21
498487.82,-5126.61,-0.33
498520.26,-5126.79,-0.18
498566.18,-5127.12,-0.33
498628.94,-5127.5,-0.38
498691.57,-5127.96,-0.46
498755.09,-5128.32,-0.36
498755.66,-5128.32,-5.82E-11
498805.35,-5128.2,0.12
498851.14,-5128.42,-0.22
498880.83,-5128.69,-0.27
498896.98,-5128.83,-0.14
498960.27,-5128.91,-0.08
499023.9,-5129.18,-0.27
499042.26,-5129.32,-0.14
499049.76,-5129.38,-0.06
499053.17,-5129.41,-0.03
499055.99,-5129.43,-0.02
499057.08,-5129.44,-0.01
499061.71,-5129.47,-0.03
499064.93,-5129.5,-0.03
499065.63,-5129.5,0
499068.59,-5129.53,-0.03
499068.69,-5129.53,0
499085.84,-5129.66,-0.13
499149.19,-5130.19,-0.53
499212.59,-5130.65,-0.46
499261.54,-5130.7,-0.05
499273.62,-5130.96,-0.26
499330.35,-5131.23,-0.27
499393.18,-5131.66,-0.43
499456.03,-5132.06,-0.4
499507.76,-5132.3,-0.24
499561.49,-5132.58,-0.28
499607.6,-5132.73,-0.15
499661.02,-5132.99,-0.26
499714.46,-5133.01,-0.02
499766.95,-5133.37,-0.36
499821.41,-5133.19,0.18
499873.26,-5133.48,-0.29
499925.46,-5133.73,-0.25
499976.67,-5134.11,-0.38
500028.82,-5134.41,-0.3
500081.71,-5134.92,-0.51
500130.87,-5135.29,-0.37
500193.58,-5135.52,-0.23
500257.08,-5135.96,-0.44
500320.08,-5136.1,-0.14
500383.07,-5136.33,-0.23
500445.63,-5136.38,-0.05
500508.37,-5136.31,0.07
500571.68,-5136.52,-0.21
500634.9,-5136.53,-0.01
500676.75,-5136.69,-0.16
500740.15,-5136.84,-0.15
500803.47,-5136.79,0.05
500866.57,-5137.07,-0.28
500921.39,-5137.15,-0.08
500973.78,-5137.31,-0.16
501027.93,-5137.25,0.06
501077.11,-5137.24,0.01
501126.41,-5137.28,-0.04
501189.77,-5137.4,-0.12
501253.35,-5137.54,-0.14
501316.82,-5137.54,5.82E-11
501380.27,-5137.56,-0.02
501443.87,-5137.62,-0.06
501507.44,-5137.73,-0.11
501570.77,-5137.74,-0.01
501604.52,-5136.96,0.78
501616.48,-5137.64,-0.68
501634.49,-5137.69,-0.05
501697.98,-5137.82,-0.13
501760.73,-5137.9,-0.08
501824.09,-5137.92,-0.02
501887.7,-5138.01,-0.09
501951.09,-5137.93,0.08
502014.34,-5137.76,0.17
502077.52,-5137.89,-0.13
502140.81,-5137.87,0.02
502204.13,-5137.96,-0.09
502267.38,-5138.06,-0.1
502331,-5138.08,-0.02
502394.33,-5137.99,0.09
502457.63,-5137.51,0.48
502521.08,-5137.35,0.16
502584.44,-5137.52,-0.17
502647.25,-5137.41,0.11
502710.65,-5137.35,0.06
502773.9,-5137.46,-0.11
502837.23,-5137.6,-0.14
502900.61,-5137.6,0
502964.17,-5137.95,-0.35
503027.09,-5138.28,-0.33
503090.16,-5138.17,0.11
503153.62,-5138.6,-0.43
503216.98,-5139.05,-0.45
503280.4,-5139.25,-0.2
503343.81,-5139.57,-0.32
503407.25,-5139.91,-0.34
503458.85,-5140.06,-0.15
503522.34,-5140.15,-0.09
503585.91,-5140.24,-0.09
503649.6,-5140.1,0.14
503709.04,-5140.15,-0.05
503772.36,-5140.38,-0.23
503835.83,-5140.49,-0.11
503892.39,-5140.58,-0.09
503955.82,-5140.59,-0.01
504014.91,-5140.56,0.03
504072.26,-5140.59,-0.03
504135.58,-5140.57,0.02
504186.66,-5140.68,-0.11
504240.85,-5140.63,0.05
504263.98,-5140.61,0.02
504290.02,-5140.59,0.02
504338.4,-5140.45,0.14
504401.68,-5140.56,-0.11
504465.2,-5140.64,-0.08
504528.69,-5140.61,0.03
504591.25,-5140.75,-0.14
504654.45,-5140.8,-0.05
504717.83,-5140.77,0.03
504762.01,-5140.95,-0.18
504780.16,-5140.77,0.18
504819.4,-5140.69,0.08
504843.36,-5140.64,0.05
504904.64,-5140.65,-0.01
504906.81,-5140.66,-0.01
504914.97,-5138.24,2.42
504970.14,-5140.59,-2.35
505033.6,-5140.58,0.01
505097.08,-5140.45,0.13
505160.28,-5140.49,-0.04
505223.72,-5140.02,0.47
505287.26,-5140.02,0
505349.66,-5140.16,-0.14
505405.16,-5140.15,0.01
505468.6,-5140.32,-0.17
505531.89,-5140.41,-0.09
505595.21,-5140.29,0.12
505658.44,-5140.33,-0.04
505721.98,-5140.19,0.14
505783.72,-5140.09,0.1
505847.1,-5140.19,-0.1
505910.58,-5139.81,0.38
505973.84,-5139.83,-0.02
506037.25,-5139.84,-0.01
506099.89,-5139.72,0.12
506163.14,-5139.69,0.03
506226.37,-5139.86,-0.17
506289.84,-5139.92,-0.06
506353.13,-5140.04,-0.12
506404.78,-5140.12,-0.08
506453.46,-5140.18,-0.06
506502.16,-5140.11,0.07
506517.24,-5140.13,-0.02
506567,-5140.17,-0.04
506630.93,-5140.19,-0.02
506695.06,-5140.21,-0.02
506758.86,-5140.22,-0.01
506822.67,-5140.12,0.1
506886.51,-5140.17,-0.05
506950.37,-5140.03,0.14
507014.1,-5140.09,-0.06
507077.96,-5140.08,0.01
507141.96,-5139.99,0.09
507205.76,-5140.08,-0.09
507269.59,-5140.14,-0.06
507323.27,-5139.88,0.26
507333.54,-5139.83,0.05
507397.4,-5140,-0.17
507461.28,-5139.88,0.12
507524.64,-5139.85,0.03
507588.53,-5140.03,-0.18
507652.44,-5140.08,-0.05
507716.39,-5140.2,-0.12
507780.34,-5140.22,-0.02
507844.47,-5140.26,-0.04
507908.28,-5140.54,-0.28
507972.07,-5140.66,-0.12
508035.92,-5141.05,-0.39
508099.69,-5141.46,-0.41
508163.49,-5141.96,-0.5
508227.37,-5141.95,0.01
508291.16,-5142.35,-0.4
508355.1,-5142.45,-0.1
508418.89,-5142.6,-0.15
508482.62,-5142.79,-0.19
508546.41,-5143.04,-0.25
508610.4,-5143.09,-0.05
508674.28,-5143.38,-0.29
508738.14,-5143.35,0.03
508802.14,-5143.57,-0.22
508866.29,-5143.83,-0.26
508929.97,-5144.23,-0.4
508994.12,-5144.59,-0.36
509057.69,-5145.13,-0.54
509120.52,-5145.47,-0.34
509184.67,-5145.75,-0.28
509248.05,-5146.08,-0.33
509311.96,-5146.24,-0.16
509376.03,-5146.44,-0.2
509439.83,-5146.83,-0.39
509503.68,-5147.28,-0.45
509567.49,-5147.67,-0.39
509631.38,-5147.85,-0.18
509695.36,-5148,-0.15
509759.52,-5148.32,-0.32
509823.45,-5148.4,-0.08
509887.29,-5148.75,-0.35
509951.23,-5149.16,-0.41
510015.04,-5149.7,-0.54
510024.45,-5149.8,-0.1
510025.18,-5149.81,-0.01
510078.36,-5150.38,-0.57
510127.21,-5150.67,-0.29
510142.3,-5150.79,-0.12
510206.24,-5151.39,-0.6
510270.07,-5151.87,-0.48
510334.03,-5152.28,-0.41
510372.43,-5152.42,-0.14
510397.81,-5152.81,-0.39
510461.78,-5153.18,-0.37
510525.64,-5153.59,-0.41
510589.52,-5153.92,-0.33
510653.21,-5154.55,-0.63
510717.11,-5154.64,-0.09
510781.04,-5154.62,0.02
510845.07,-5155.02,-0.4
510908.38,-5155.3,-0.28
510971.86,-5155.47,-0.17
511034.94,-5155.85,-0.38
511098.21,-5156.27,-0.42
511106.98,-5156.28,-0.01
511161.61,-5156.36,-0.08
511224.87,-5156.44,-0.08
511288.16,-5156.59,-0.15
511351.65,-5156.82,-0.23
511414.99,-5156.92,-0.1
511478.35,-5157.4,-0.48
511540.21,-5157.83,-0.43
511603.41,-5158.07,-0.24
511666.75,-5158.42,-0.35
511726.99,-5158.69,-0.27
511787.29,-5158.97,-0.28
511847.56,-5159.2,-0.23
511896.41,-5159.37,-0.17
511928.36,-5158.44,0.93
511942.96,-5159.41,-0.97
511999.61,-5159.39,0.02
512060.1,-5159.79,-0.4
512120.18,-5159.7,0.09
512184.22,-5159.97,-0.27
512248.36,-5160.37,-0.4
512312.5,-5160.72,-0.35
512363.62,-5161,-0.28
512410.76,-5161.3,-0.3
512458.04,-5161.2,0.1
512503.08,-5161.26,-0.06
512562.86,-5161.23,0.03
512622.87,-5161.25,-0.02
512686.82,-5161.27,-0.02
512696.98,-5161.31,-0.04
512751.18,-5161.54,-0.23
512815.31,-5161.98,-0.44
512879.54,-5162.43,-0.45
512943.81,-5162.69,-0.26
513008.07,-5162.72,-0.03
513071.69,-5163,-0.28
513135.47,-5163.23,-0.23
513199.67,-5163.45,-0.22
513263.74,-5163.88,-0.43
513327.54,-5164.3,-0.42
513391.46,-5164.75,-0.45
513455.13,-5165.12,-0.37
513518.96,-5165.44,-0.32
513582.91,-5165.85,-0.41
513646.56,-5165.95,-0.1
513709.99,-5166.32,-0.37
513770.44,-5166.44,-0.12
513834.14,-5166.96,-0.52
513897.75,-5167.34,-0.38
513961.39,-5166.61,0.73
514021.69,-5166.87,-0.26
514084.98,-5167.43,-0.56
514144.32,-5168.05,-0.62
514204.2,-5168.89,-0.84
514264.66,-5169.4,-0.51
514324.42,-5169.92,-0.52
514385.02,-5170.48,-0.56
514445.98,-5170.98,-0.5
514509.54,-5171.54,-0.56
514573.27,-5172.3,-0.76
514636.87,-5172.94,-0.64
514700.56,-5173.55,-0.61
514763.18,-5174.25,-0.7
514826.76,-5175.02,-0.77
514883.86,-5175.43,-0.41
514942.67,-5175.82,-0.39
515002.52,-5176.22,-0.4
515062.54,-5176.74,-0.52
515122.79,-5176.97,-0.23
515186.44,-5177.56,-0.59
515249.8,-5178.38,-0.82
515313.16,-5179.17,-0.79
515376.57,-5179.93,-0.76
515440.1,-5179.64,0.29
515503.69,-5179.67,-0.03
515543.75,-5179.79,-0.12
515607.26,-5180.11,-0.32
515617.75,-5179.41,0.7
515626.08,-5180.23,-0.82
515636.5,-5180.03,0.2
515642.03,-5180.08,-0.05
515644.11,-5180.05,0.03
515645.14,-5180.12,-0.07
515646.2,-5180.15,-0.03
515648.23,-5180.14,0.01
515652.38,-5179.6,0.54
515659.04,-5179.86,-0.26
515666.17,-5177.73,2.13
515686.39,-5180.01,-2.28
515750.12,-5180.37,-0.36
515813.62,-5180.98,-0.61
515877.03,-5181.62,-0.64
515940.48,-5182.25,-0.63
516002.35,-5183.02,-0.77
516066.03,-5183.59,-0.57
516129.7,-5184.04,-0.45
516193.48,-5184.51,-0.47
516257.08,-5184.8,-0.29
516320.68,-5185.08,-0.28
516384.18,-5185.52,-0.44
516447.86,-5185.86,-0.34
516511.48,-5186.29,-0.43
516574.98,-5186.77,-0.48
516638.64,-5187.04,-0.27
516702.19,-5187.68,-0.64
516765.85,-5188.35,-0.67
516829.46,-5188.82,-0.47
516892.89,-5189.57,-0.75
516956.48,-5189.94,-0.37
517020.06,-5190.41,-0.47
517083.54,-5190.96,-0.55
517147.19,-5191.31,-0.35
517211.1,-5191.85,-0.54
517274.99,-5192.46,-0.61
517339.05,-5192.8,-0.34
517402.91,-5193.17,-0.37
517466.79,-5193.55,-0.38
517530.7,-5193.82,-0.27
517594.19,-5194.31,-0.49
517657.83,-5194.66,-0.35
517721.4,-5194.98,-0.32
517784.98,-5195.33,-0.35
517848.78,-5195.79,-0.46
517911.96,-5196.19,-0.4
517975.57,-5196.65,-0.46
518039.41,-5197,-0.35
518103.02,-5197.33,-0.33
518166.66,-5197.79,-0.46
518230.5,-5198.05,-0.26
518294.41,-5198.53,-0.48
518358.08,-5198.92,-0.39
518421.47,-5199.19,-0.27
518484.91,-5199.3,-0.11
518548.34,-5199.69,-0.39
518611.79,-5200.01,-0.32
518675.23,-5200.39,-0.38
518726.71,-5200.83,-0.44
518726.72,-5200.82,0.01
518768.65,-5200.35,0.47
518810.87,-5200.42,-0.07
518852.94,-5200.66,-0.24
518895.21,-5200.66,0
518933.47,-5200.62,0.04
518966.81,-5200.5,0.12
518966.82,-5200.49,0.01
518996.59,-5200.61,-0.12
519059.68,-5201.08,-0.47
519122.64,-5201.53,-0.45
519185.43,-5202.02,-0.49
519248.8,-5202.45,-0.43
519312.12,-5203.01,-0.56
519375.52,-5203.45,-0.44
519438.93,-5204.01,-0.56
519480.88,-5204.45,-0.44
519502.34,-5204.67,-0.22
519511.17,-5205.55,-0.88
519561.59,-5205.17,0.38
519625.04,-5205.61,-0.44
519688.41,-5206.17,-0.56
519751.81,-5206.81,-0.64
519815.37,-5207.35,-0.54
519878.83,-5207.82,-0.47
519941.8,-5208.44,-0.62
520005.42,-5208.89,-0.45
520068.92,-5209.21,-0.32
520132.04,-5209.58,-0.37
520195.03,-5209.86,-0.28
520258.52,-5210.25,-0.39
520321.84,-5210.67,-0.42
520385.07,-5211.17,-0.5
520448.52,-5211.65,-0.48
520511.89,-5212.33,-0.68
520575.38,-5212.93,-0.6
520638.88,-5213.42,-0.49
520702.31,-5213.91,-0.49
520765.94,-5214.5,-0.59
520789.46,-5214.71,-0.21
520800.94,-5213.41,1.3
520810.36,-5214.81,-1.4
520817.15,-5214.64,0.17
520822.35,-5214.97,-0.33
520824.39,-5215.01,-0.04
520825.45,-5215.06,-0.05
520826.52,-5215.08,-0.02
520828.52,-5215.05,0.03
520834.41,-5215.05,-5.82E-11
520840.41,-5215.16,-0.11
520847.82,-5215.15,0.01
520858.74,-5215.13,0.02
520922.11,-5215.39,-0.26
520942.63,-5215.6,-0.21
520967.22,-5215.52,0.08
521005.78,-5216.05,-0.53
521069.25,-5216.66,-0.61
521132.73,-5217.22,-0.56
521196.33,-5217.7,-0.48
521259.61,-5218.23,-0.53
521322.78,-5218.6,-0.37
521386.28,-5219.18,-0.58
521449.86,-5219.71,-0.53
521513.36,-5219.97,-0.26
521576.87,-5220.39,-0.42
521640.25,-5220.87,-0.48
521703.84,-5221.34,-0.47
521767.36,-5221.72,-0.38
521830.84,-5222.24,-0.52
521894.39,-5222.8,-0.56
521957.89,-5223.34,-0.54
522021.44,-5224.01,-0.67
522077.66,-5224.42,-0.41
522130.89,-5224.81,-0.39
522185.02,-5225.01,-0.2
522240.76,-5225.42,-0.41
522251.85,-5224.25,1.17
522295.67,-5225.9,-1.65
522350.63,-5226.31,-0.41
522414.17,-5226.68,-0.37
522477.17,-5227.14,-0.46
522540.76,-5227.76,-0.62
522604.41,-5228.24,-0.48
522668.08,-5228.7,-0.46
522731.61,-5229.11,-0.41
522795.33,-5229.46,-0.35
522858.95,-5229.81,-0.35
522922.49,-5230.32,-0.51
522986.02,-5230.56,-0.24
523042.2,-5228.86,1.7
523049.48,-5231.04,-2.18
523060.87,-5230.66,0.38
523112.93,-5231.21,-0.55
523176.47,-5231.28,-0.07
523239.96,-5231.62,-0.34
523303.58,-5232.04,-0.42
523366.89,-5232.42,-0.38
523430.44,-5232.88,-0.46
523494.07,-5233.05,-0.17
523557.56,-5233.2,-0.15
523577.07,-5233.31,-0.11
523587.04,-5233.32,-0.01
523620.42,-5233.56,-0.24
523630.53,-5233.83,-0.27
523641.53,-5230.9,2.93
523666.21,-5234.1,-3.2
523672.87,-5234.08,0.02
523729.72,-5234.74,-0.66
523773.62,-5235.01,-0.27
523793.07,-5235.21,-0.2
523856.27,-5235.53,-0.32
523919.75,-5235.99,-0.46
523982.92,-5236.36,-0.37
524046.38,-5236.63,-0.27
524109.67,-5237.2,-0.57
524173.22,-5237.79,-0.59
524224.45,-5238.22,-0.43
524272.15,-5238.66,-0.44
524318.77,-5238.99,-0.33
524367.01,-5239.38,-0.39
524430.93,-5239.86,-0.48
524494.4,-5240.53,-0.67
524558,-5241.19,-0.66
524621.17,-5241.73,-0.54
524684.87,-5242.33,-0.6
524734.7,-5242.52,-0.19
524798.37,-5242.82,-0.3
524862.04,-5243.37,-0.55
524925.8,-5243.8,-0.43
524989.52,-5244.42,-0.62
525053.15,-5245.11,-0.69
525116.89,-5245.65,-0.54
525180.48,-5246.32,-0.67
525244.18,-5246.9,-0.58
525307.89,-5247.26,-0.36
525371.52,-5247.57,-0.31
525435.17,-5247.83,-0.26
525498.52,-5248.16,-0.33
525561.94,-5248.76,-0.6
525625.63,-5249.16,-0.4
525689.19,-5249.5,-0.34
525752.74,-5250.09,-0.59
525816.36,-5250.46,-0.37
525879.93,-5250.93,-0.47
525943.43,-5251.57,-0.64
526007.07,-5251.9,-0.33
526070.73,-5252.08,-0.18
526133.93,-5252.42,-0.34
526196.88,-5252.76,-0.34
526260.47,-5253.18,-0.42
526322.3,-5253.52,-0.34
526323.94,-5253.44,0.08
526384.31,-5253.83,-0.39
526386.02,-5253.84,-0.01
526387.2,-5253.79,0.05
526420.82,-5253.97,-0.18
526431.01,-5254.01,-0.04
526448.94,-5254.07,-0.06
526512.19,-5253.96,0.11
526575.67,-5254.49,-0.53
526639.46,-5254.89,-0.4
526703.07,-5255.41,-0.52
526766.71,-5255.93,-0.52
526830.25,-5256.48,-0.55
526893.83,-5257.07,-0.59
526957.55,-5257.78,-0.71
527021.65,-5258.21,-0.43
527085.27,-5258.72,-0.51
527148.86,-5259.22,-0.5
527212.55,-5259.62,-0.4
527275.64,-5260.23,-0.61
527339.19,-5260.71,-0.48
527402.7,-5261.3,-0.59
527461.79,-5261.93,-0.63
527525.32,-5262.51,-0.58
527588.93,-5263.23,-0.72
527652.49,-5263.86,-0.63
527715.91,-5264.43,-0.57
527779.5,-5264.76,-0.33
527842.98,-5265.01,-0.25
527906.65,-5265.4,-0.39
527970.31,-5266,-0.6
528033.93,-5266.43,-0.43
528097.67,-5266.85,-0.42
528161.31,-5267.26,-0.41
528225,-5267.66,-0.4
528288.14,-5267.89,-0.23
528351.8,-5268.43,-0.54
528415.3,-5268.76,-0.33
528478.91,-5269.18,-0.42
528542.47,-5269.58,-0.4
528605.71,-5269.94,-0.36
528669.36,-5270.24,-0.3
528732.95,-5270.79,-0.55
528796.65,-5271.29,-0.5
528860.44,-5271.57,-0.28
528923.93,-5272.17,-0.6
528987.57,-5272.7,-0.53
529051.09,-5273.29,-0.59
529114.58,-5273.86,-0.57
529178.23,-5274.16,-0.3
529241.62,-5274.66,-0.5
529305.14,-5274.88,-0.22
529368.78,-5275.21,-0.33
529432.33,-5275.71,-0.5
529495.62,-5276.17,-0.46
529557.06,-5276.48,-0.31
529620.52,-5276.9,-0.42
529680.64,-5277.25,-0.35
529744.34,-5277.52,-0.27
529807.81,-5277.95,-0.43
529829.9,-5275.92,2.03
529832.22,-5275.71,0.21
529871.66,-5278.04,-2.33
529935.31,-5278.49,-0.45
529999,-5278.79,-0.3
530062.6,-5279.23,-0.44
530116.74,-5279.1,0.13
530126.14,-5279.83,-0.73
530137.05,-5277.99,1.84
530189.84,-5280.36,-2.37
530253.44,-5280.99,-0.63
530317.09,-5281.39,-0.4
530380.82,-5281.67,-0.28
530444.48,-5282.17,-0.5
530508.09,-5282.58,-0.41
530571.8,-5282.94,-0.36
530635.31,-5283.29,-0.35
530698.94,-5283.64,-0.35
530729.28,-5283.69,-0.05
530762.7,-5283.71,-0.02
530826.38,-5283.99,-0.28
530890.06,-5284.34,-0.35
530953.73,-5284.55,-0.21
531017.26,-5285.01,-0.46
531063.25,-5285.08,-0.07
531126.65,-5285.72,-0.64
531190.4,-5286.17,-0.45
531254.09,-5286.56,-0.39
531317.7,-5286.98,-0.42
531381.33,-5287.46,-0.48
531444.87,-5287.73,-0.27
531499.85,-5289.22,-1.49
531508.41,-5288.05,1.17
531571.99,-5287.95,0.1
531635.56,-5287.99,-0.04
531699.08,-5288.34,-0.35
531762.76,-5288.44,-0.1
531820.17,-5289.32,-0.88
531826.21,-5288.88,0.44
531889.64,-5289.38,-0.5
531943.24,-5289.77,-0.39
532006.8,-5290.48,-0.71
532070.41,-5291.18,-0.7
532134.06,-5291.7,-0.52
532197.62,-5292.13,-0.43
532261.17,-5292.66,-0.53
532324.82,-5293.11,-0.45
532388.33,-5293.27,-0.16
532451.9,-5293.68,-0.41
532515.47,-5294.14,-0.46
532578.81,-5294.78,-0.64
532642.45,-5295.33,-0.55
532703.21,-5296.05,-0.72
532766.74,-5296.83,-0.78
532830.27,-5297.3,-0.47
532893.92,-5297.78,-0.48
532957.44,-5298.44,-0.66
533021.04,-5298.96,-0.52
533084.76,-5299.62,-0.66
533148.32,-5300.23,-0.61
533212.01,-5300.83,-0.6
533275.51,-5301.53,-0.7
533339.03,-5301.98,-0.45
533402.4,-5302.06,-0.08
533465.42,-5302.42,-0.36
533529,-5302.95,-0.53
533592.68,-5303.58,-0.63
533656.19,-5304.39,-0.81
533719.78,-5305.13,-0.74
533783.45,-5305.48,-0.35
533847,-5306.04,-0.56
533888.01,-5306.33,-0.29
533951.52,-5306.84,-0.51
534015.2,-5307.17,-0.33
534078.79,-5307.56,-0.39
534142.27,-5307.85,-0.29
534205.36,-5308.1,-0.25
534268.93,-5308.77,-0.67
534332.63,-5309.39,-0.62
534396.18,-5309.89,-0.5
534459.87,-5310.34,-0.45
534523.28,-5310.91,-0.57
534586.5,-5311.38,-0.47
534650.05,-5312.06,-0.68
534713.47,-5312.6,-0.54
534777.21,-5313.27,-0.67
534840.8,-5314.04,-0.77
534904.29,-5314.57,-0.53
534967.68,-5315.1,-0.53
535021.53,-5315.72,-0.62
535031.11,-5315.59,0.13
535040.09,-5314.55,1.04
535094.5,-5316.14,-1.59
535158.09,-5316.42,-0.28
535221.61,-5316.82,-0.4
535285.16,-5317.17,-0.35
535348.85,-5317.51,-0.34
535412.38,-5317.95,-0.44
